model;make;country;start_date;run_time;cars;images;errors
Opel;Omega;LU;2019-02-13 07:12:07.631327;1.601344108581543;0;0;0
Opel;Omega;NE;2019-02-13 07:12:09.233585;435.8054494857788;44;427;0
Opel;Rekord;AT;2019-02-13 07:19:25.041030;141.26096606254578;12;131;0
Opel;Rekord;BE;2019-02-13 07:21:46.302934;2.360529661178589;0;0;0
Opel;Rekord;DE;2019-02-13 07:21:48.664388;530.0423965454102;44;518;0
Opel;Rekord;ES;2019-02-13 07:30:38.707785;33.19003438949585;3;34;0
Opel;Rekord;FR;2019-02-13 07:31:11.898817;10.63800597190857;1;8;0
Opel;Rekord;IT;2019-02-13 07:31:22.539784;25.7111713886261;3;21;0
Opel;Rekord;LU;2019-02-13 07:31:48.251873;16.312004566192627;1;15;0
Opel;Rekord;NE;2019-02-13 07:32:04.564844;248.5751359462738;19;242;0
Opel;Senator;AT;2019-02-13 07:36:13.141946;7.510111093521118;1;6;0
Opel;Senator;BE;2019-02-13 07:36:20.653053;2.9184200763702393;1;0;0
Opel;Senator;DE;2019-02-13 07:36:23.572419;57.8372802734375;6;52;0
Opel;Senator;ES;2019-02-13 07:37:21.410650;2.0423104763031006;1;0;0
Opel;Senator;FR;2019-02-13 07:37:23.453947;2.8827321529388428;0;0;0
Opel;Senator;IT;2019-02-13 07:37:26.337627;17.48831057548523;1;15;0
Opel;Senator;LU;2019-02-13 07:37:43.825938;2.0083723068237305;0;0;0
Opel;Senator;NE;2019-02-13 07:37:45.834310;36.832802295684814;4;29;0
Opel;Sintra;AT;2019-02-13 07:38:22.670104;22.421682834625244;2;21;0
Opel;Sintra;BE;2019-02-13 07:38:45.092717;2.2216906547546387;0;0;0
Opel;Sintra;DE;2019-02-13 07:38:47.315405;105.50819230079651;12;94;0
Opel;Sintra;ES;2019-02-13 07:40:32.824596;2.396223306655884;1;0;0
Opel;Sintra;FR;2019-02-13 07:40:35.221784;2.3919296264648438;0;0;0
Opel;Sintra;IT;2019-02-13 07:40:37.614673;9.239333391189575;2;7;0
Opel;Sintra;LU;2019-02-13 07:40:46.856998;1.9837031364440918;0;0;0
Opel;Sintra;NE;2019-02-13 07:40:48.841776;13.112143278121948;1;11;0
Opel;Tigra;AT;2019-02-13 07:41:01.955884;330.1127722263336;32;313;0
Opel;Tigra;BE;2019-02-13 07:46:32.069620;392.2630352973938;36;365;0
Opel;Tigra;DE;2019-02-13 07:53:04.332655;2209.3323628902435;196;2172;0
Opel;Tigra;ES;2019-02-13 08:29:53.665944;232.66859412193298;26;211;0
Opel;Tigra;FR;2019-02-13 08:33:46.334538;132.36962485313416;18;124;0
Opel;Tigra;IT;2019-02-13 08:35:58.706126;484.66250491142273;50;458;0
Opel;Tigra;LU;2019-02-13 08:44:03.369581;2.2917776107788086;0;0;0
Opel;Tigra;NE;2019-02-13 08:44:05.662293;272.5362253189087;20;267;0
Opel;Vectra;AT;2019-02-13 08:48:38.200513;722.6407444477081;80;674;0
Opel;Vectra;BE;2019-02-13 09:00:40.840267;931.2334263324738;92;871;0
Opel;Vectra;DE;2019-02-13 09:16:12.074662;496.3314733505249;40;471;0
Opel;Vectra;ES;2019-02-13 09:24:28.408094;222.75025701522827;20;217;0
Opel;Vectra;FR;2019-02-13 09:28:11.159318;302.838196516037;38;286;0
Opel;Vectra;IT;2019-02-13 09:33:13.998487;350.0422236919403;40;333;0
Opel;Vectra;LU;2019-02-13 09:39:04.041707;13.207281589508057;2;12;0
Opel;Vectra;NE;2019-02-13 09:39:17.249920;139.1617136001587;10;135;0
Opel;Diplomat;AT;2019-02-13 09:41:36.414576;2.165137767791748;0;0;0
Opel;Diplomat;BE;2019-02-13 09:41:38.581661;2.2664120197296143;0;0;0
Opel;Diplomat;DE;2019-02-13 09:41:40.849066;115.22882413864136;8;112;0
Opel;Diplomat;ES;2019-02-13 09:43:36.078826;2.0955452919006348;0;0;0
Opel;Diplomat;FR;2019-02-13 09:43:38.175342;1.985659122467041;0;0;0
Opel;Diplomat;IT;2019-02-13 09:43:40.162939;1.9548578262329102;0;0;0
Opel;Diplomat;LU;2019-02-13 09:43:42.118794;2.062990188598633;0;0;0
Opel;Diplomat;NE;2019-02-13 09:43:44.182780;18.68014621734619;1;15;0
Opel;Combo;AT;2019-02-13 09:44:02.865888;1494.9843211174011;130;1435;0
Opel;Combo;BE;2019-02-13 10:08:57.851187;2002.4896795749664;200;1915;0
Opel;Combo;DE;2019-02-13 10:42:20.341864;485.5645561218262;40;488;0
Opel;Combo;ES;2019-02-13 10:50:25.907341;1944.479343175888;170;1873;0
Opel;Combo;FR;2019-02-13 11:22:50.388677;667.1525206565857;72;613;0
Opel;Combo;IT;2019-02-13 11:33:57.542185;1149.8835690021515;108;1123;0
Opel;Combo;LU;2019-02-13 11:53:07.426750;22.618741512298584;2;22;0
Opel;Combo;NE;2019-02-13 11:53:30.046490;1271.7642223834991;110;1291;0
Opel;Commodore;AT;2019-02-13 12:14:41.812683;31.64463758468628;3;33;0
Opel;Commodore;BE;2019-02-13 12:15:13.457321;1.537400722503662;0;0;0
Opel;Commodore;DE;2019-02-13 12:15:14.994721;208.2657310962677;16;208;0
Opel;Commodore;ES;2019-02-13 12:18:43.261422;2.341400146484375;0;0;0
Opel;Commodore;FR;2019-02-13 12:18:45.603818;2.110361337661743;0;0;0
Opel;Commodore;IT;2019-02-13 12:18:47.715176;43.09542417526245;3;42;0
Opel;Commodore;LU;2019-02-13 12:19:30.811504;1.6981878280639648;0;0;0
Opel;Commodore;NE;2019-02-13 12:19:32.510584;53.07106804847717;5;50;0
Opel;Zafira;AT;2019-02-13 12:20:25.583584;2.3487191200256348;0;0;0
Opel;Zafira;BE;2019-02-13 12:20:27.933272;2233.929496049881;200;2154;0
Opel;Zafira;DE;2019-02-13 12:57:41.864762;2525.2837817668915;200;2486;0
Opel;Zafira;ES;2019-02-13 13:39:47.148543;1966.6601235866547;150;1968;0
Opel;Zafira;FR;2019-02-13 14:12:33.809660;1685.807335138321;200;1627;0
Opel;Zafira;IT;2019-02-13 14:40:39.617965;695.2189993858337;60;635;0
Opel;Zafira;LU;2019-02-13 14:52:14.837935;87.46804642677307;10;78;0
Opel;Zafira;NE;2019-02-13 14:53:42.305981;2.101332426071167;0;0;0
Opel;Arena;AT;2019-02-13 14:53:44.409310;1.5493555068969727;0;0;0
Opel;Arena;BE;2019-02-13 14:53:45.959636;1.8567423820495605;0;0;0
